De Wei,27,230811199404100949
Hui Zhao,33,420505198807117661
Jiehao He,43,430525197801305586
Huijia Feng,43,362331197810129748
Xianze Chu,32,430611198902223283
Xin Sun,47,440105197404214058
Xu Feng,45,654101197609037901
Jie Zheng,50,110111197102043883
Yirun Zhou,35,142201198603112012
Tingliang Li,48,131122197310248741
Xianjia Wei,21,412723200010273483
Xinheng Zhang,43,142600197805263931
Xin Wu,27,341200199405196853
Dehao Chu,38,340621198311086268
Xuan Zhou,40,310101198103012533
Xuanhao Zheng,30,370200199101188342
Ting Qian,41,430511198010209150
Guo Li,47,320900197409107441
Xianhao Wei,30,441823199110267626
Xuan Wu,26,430701199509298946
De Zhou,26,630102199503066313
Junhao Chu,31,130705199001232725
Bao Zhang,50,431100197111065190
Xinfan He,28,320324199309113532
Dong Feng,19,231081200207102841
Ya Zheng,37,410726198406193077
Zi Zhao,30,610522199111195962
Yihan Zhao,40,532628198111294648
Xu Sun,38,410825198305288098
Jianlong Zheng,19,360111200203114831
Xuan Chu,34,341324198706225257
Hui Zheng,23,44068219981027415x
De Chen,19,411523200209011907
Xianrun Shi,49,612732197202274622
Xin Wang,47,450102197410243510
Jian Zhang,25,230506199604234517
Xianmei Zhao,30,350426199104288585
Jun Zheng,23,371325199805028560
Xufeng Chu,36,230105198507208666
Zifeng Wang,38,65412119830625430x
Hui Li,43,411521197812142963
Huina Zhao,21,360729200006270656
Huilong Wang,29,510601199212088018
Xuanna Lv,20,220821200110055114
Xuan Zhou,40,371481198105114243
De Shi,42,430603197909049405
Hui Qian,42,342522197901055679
Jun Zhou,44,420700197706133060
Yi Sun,44,542426197705097510
Jie Li,23,230521199806287241
Yi Chu,21,211223200009022890
Baofeng Zhou,30,362427199108282791
Xuming Zhao,47,330821197405051767
Xianfan Zhang,18,370601200302041538
Ya Feng,49,370302197203212603
Guo Wu,38,513232198308114331
Xin Chu,40,310104198103198769
Ya Lv,30,13048119910425361x
Xuan Zhao,26,511123199509022806
De Lv,50,350802197102069256
De Zhou,28,620105199302109776
Ya Li,39,152527198205090737
Xujiang Lv,24,500240199709053048
Yaheng Zhao,36,41130119851018364x
De Feng,49,510300197209201201
Guolong He,51,450923197005252124
Xian Zhang,37,360430198402265850
Zi Qian,19,513435200207066324
Xinlong Feng,20,370323200103094926
Huize Zhang,39,532628198212142411
Xianhan He,27,530321199407283244
Xuanheng Wang,44,211005197704078872
Jian Wu,28,533526199302100531
Xuanhan Wu,43,620300197806184764
Guo Zhao,39,23062119820501400x
Yi Li,46,371082197503025860
Jie Feng,50,370911197111053304
Ting Chu,29,360726199209029565
Xuanheng He,45,360201197603029498
Xin Wang,46,320321197512309940
Yi Zhang,38,230833198301069533
Jiexiao Chen,41,460025198010115129
Jianlong Sun,31,441622199002242632
Huifeng Chu,31,510182199005167722
Ya Zhao,40,433126198104240557
Huiyong Feng,26,429004199506100731
Ya Zhou,45,522529197608213647
Baoyong Feng,33,410704198804098500
Jun Shi,44,130822197708034735
Xuhao Shi,26,340406199509190546
Zina Feng,27,220623199410017543
Bao Qian,25,450500199603125501
Hui Wang,48,53262519730117006x
Tingxiao Zheng,24,13080319970726317x
Guo Zhang,30,330206199101119153
Ting Sun,26,142228199502196990
De Chen,39,321102198210224556
Xin Wang,27,371422199401060962
Xian Li,26,370801199506013451
Jielong He,20,370923200107290544
