Xuan Chu,27,230301199410144011
Hui Wu,21,150222200004129336
Xin Li,29,220724199207258856
Xuanfan Wu,47,410204197404289098
Xinze Shi,26,210904199505064811
Dongna Wei,43,320321197811069510
Xuanyong Chen,25,540101199609045566
Ting Feng,41,460039198008205939
Dong Chen,28,13072819931004366x
Xian Shi,34,152625198703243502
Bao Feng,34,522624198705290594
Jian Zhang,33,230127198807047137
Tingliang Zhou,33,632321198808161051
Xu Zhou,38,310229198301304641
Xian Zhang,29,140502199212234004
Xin Lv,48,622722197309296946
Tingfeng Sun,49,210803197205162966
Jieheng Shi,26,320302199501259884
Yize Shi,26,522625199507262991
Ting Wei,19,610721200204275372
Zi Wei,48,533221197302031954
Dong Wang,33,43112619881124381x
Xinlong Chu,40,140425198112206674
Hui Zhao,23,440222199803219304
Jianming Wei,49,513337197212256865
Jianrun Zhao,18,130406200301151039
Xinmei Zheng,29,510112199212195657
Dong Sun,51,44000019701111842x
Bao Wei,27,450304199403238786
Hui Shi,18,622625200303118953
Xianfeng Shi,42,511527197902190291
Xu Zhang,39,430602198203176470
Zi Wu,23,420900199811258354
Xinrun Chen,26,362301199508302393
Xuan Lv,31,131128199003146479
Xian Zhang,22,445102199912069962
Hui Chu,19,340601200204283579
Jianjiang Sun,31,330825199002071626
Xuanjiang Wei,48,310115197309093838
Xinfan Wei,30,420581199112023390
Hui Zhao,19,350723200211276388
Guoxiao Zhou,21,61070020000308315x
Jie Zheng,33,431226198806261628
Ya Zhao,50,522627197112025414
Ting Qian,33,430781198801022876
Guoliang Wu,27,362204199406021620
Zimei Zhao,21,142429200005194417
Baofeng Lv,48,411329197304011359
Zi Qian,20,440203200112033705
De Chen,41,32030019800412754x
Jiehan Chu,37,320000198404296958
Xinhan Chu,36,410622198501180225
De Chen,46,350624197504257111
De Qian,32,532900198901193515
Guoheng Zhao,33,440202198806248674
Baoheng Zhou,45,620102197608106446
Dong Chu,27,362525199409033374
Tingfeng Wei,37,341302198407168957
Jie Lv,51,36072219700415427x
Yi Wei,32,500106198909236447
Guoyong Wang,50,350623197101030220
Guorun Lv,23,441801199807183451
Derun Wei,24,330211199711160428
Guojia Lv,30,500103199105194111
Jianfan Li,27,43012119940817184x
Xuan Wang,20,522702200110236907
Xianze Sun,25,422801199601138172
Jun Zhang,46,230701197510313847
Xinyong Wu,41,372924198011163454
Tingyong Zheng,47,440803197410169518
Yijiang Chu,25,341224199603154663
Jian Feng,34,371202198708138362
Jie Zhao,26,450503199501047583
Jiexiao He,28,152324199305100150
De Feng,34,230600198701021361
Huiming Zhou,46,622424197507242905
Xianhan Wang,23,532726199801154409
Derun Zhang,25,152326199608030861
Guo Zhao,35,340223198610220017
Yina Chu,49,332501197211044495
Dongheng Zhou,44,32068419770401531x
Xin Wei,29,420203199209240849
Yi Shi,18,410481200308063377
Xufeng Chu,32,340602198909211935
Hui Shi,34,513431198709265925
Yi Lv,30,352225199112236378
Xin Zhao,20,441203200104306621
Junheng Wei,22,420503199903076919
Baolong Li,22,360426199902249864
Junming Zhou,22,220721199907285200
Jian Li,35,320122198601130628
Ting Lv,35,342529198605131112
Hui Zheng,44,350321197701119896
Ting Qian,35,422801198602113831
Dongrun Wu,46,441881197507272088
Xian He,38,350429198306273804
Ya Zheng,47,321001197409233673
Xuan Zhou,20,522726200102150981
Guoliang Zheng,50,370811197106242965
Xianlong Feng,29,310115199201089121
Bao Chen,32,152300198912285418
Bao Wu,39,610113198209092389
Tingjiang Wu,38,612701198301303092
De Feng,20,150206200104090280
Baojia He,18,150204200303159419
Huifeng Wang,42,420111197912208844
Xuanfan Sun,43,110229197808172785
Ting Feng,27,220301199411019784
Defan Wu,25,140200199602057955
Xuanze Lv,37,530100198404096843
Guolong Qian,18,622626200302246252
Zi Sun,46,230833197505250012
Xinheng Zheng,32,430201198910149142
Ting Zhou,42,440202197909086402
Xuanna Zhao,42,332529197910288630
Xinfeng Wang,51,370303197004058323
Tinglong Li,21,152634200010170192
Junmei Wang,20,440508200112244285
Demei Li,38,632126198307276584
Zi Lv,24,410181199706207807
Yahao Lv,38,513125198311170310
Zi Wu,37,510801198405130132
Xuan Sun,42,330501197909300190
Yina Zhang,45,130703197606288227
Jun Zhou,28,370882199312153711
Xuanxiao Chu,49,350526197205138132
Xian Zhang,41,130427198012198087
Xuan Li,47,64012119741224586x
Yihao Sun,40,36010419811124986x
Ting Wang,43,36240219781202646x
Hui Zhang,34,37100219870317415x
Hui He,21,440923200001127265
Donghan Zhou,35,340602198603190088
Yijiang Zheng,45,130185197608106711
Deze Lv,45,522327197610055725
Baolong Zhang,37,513100198407010017
Tingze Zhang,49,210404197208306762
Dejia Feng,37,330482198407030257
Xinheng Shi,40,140321198109052122
Bao Li,42,342501197908249760
Ya Lv,39,140101198211233805
Deliang Zhao,19,342901200209251945
Zi He,19,659000200207137971
Jun Wang,25,131121199609242275
Hui Sun,34,420601198703202637
Baorun Zhou,19,321183200204275411
Bao Qian,48,622700197306067915
Huimei Sun,26,330127199510083939
Guo Chen,49,360401197208059916
Xuan Wu,50,654300197104143682
