0,0,Xian Wei,36,220105198512185758,7.6375,0,0,0
0,0,Jie Feng,18,371121200305246976,8.2,0,0,1
0,0,Guo Li,27,23022419941124672x,8.8,0,0,1
0,0,De Wu,20,13010320010630944x,8.175,0,0,0
0,0,Jiehan Chen,30,421121199108281803,8.15,0,0,0
0,0,Xian Lv,29,622901199205046881,8.1125,0,0,0
0,0,De Zheng,41,14050019800217346x,8.175,0,0,0
0,0,Xuanjia Sun,44,520301197705084501,7.875,0,0,0
0,0,Jian Li,43,513232197805182976,7.95,0,0,0
0,0,Bao Zheng,27,610726199411013040,7.95,0,0,0
0,1,Jun Wu,22,610201199910288187,8.0875,0,0,0
0,1,Zi Zheng,46,511600197510287895,7.375,0,0,0
0,1,Jie Zhao,27,511126199402034282,7.7,0,0,0
0,1,Yalong Qian,23,152923199812254923,8.45,0,0,1
0,1,Ya Shi,25,510800199604108260,8.4,0,0,1
0,1,Xuan Feng,30,150401199107114385,7.8,0,0,0
0,1,Huihan Wang,28,450401199306061579,8.2,0,0,0
0,1,Yajiang Shi,48,542421197307053336,7.25,0,0,0
0,1,Dejiang Zheng,50,452725197105132885,7.9,0,0,0
0,1,Xuze Sun,27,13022919940708456x,8.3625,0,0,0
0,2,Ya Zhao,24,622222199701227507,7.7375,0,0,0
0,2,Guoheng Zhang,44,370104197710273265,7.7125,0,0,0
0,2,Ya Zheng,23,632525199810284674,8.8,0,0,1
0,2,Xianfeng He,51,140000197003265535,8.55,0,0,1
0,2,De Wu,33,330727198810018407,7.8375,0,0,0
0,2,Xin Feng,26,44030419950304166x,7.675,0,0,0
0,2,Xin Zhao,29,110226199209274415,7.6,0,0,0
0,2,Jie Li,48,653227197308011563,7.8625,0,0,0
0,2,Hui Wang,35,340500198612181329,7.4875,0,0,0
0,2,Zi Shi,28,230303199308096380,7.9375,0,0,0
0,3,Xinfan Wei,47,130582197401307898,7.2875,0,0,0
0,3,Jianmei Li,19,452100200212210660,8.0875,0,0,0
0,3,Dongjiang Lv,51,152102197009223107,8.4125,0,0,1
0,3,Hui Wei,22,131125199910018020,7.5625,0,0,0
0,3,Yiyong Sun,33,362331198802292321,7.5375,0,0,0
0,3,De Wang,49,130125197211016696,8.1875,0,0,0
0,3,Yi Zheng,29,36232519920918022x,7.6875,0,0,0
0,3,Yayong Feng,41,21050319800819440x,8.775,0,0,1
0,3,Xianheng Shi,22,230404199902191825,7.7,0,0,0
0,3,Bao Chu,19,230921200211174531,7.35,0,0,0
0,4,Dongfeng Zhou,30,533122199107131466,8.0375,0,0,0
0,4,Bao Chen,45,421221197606111786,8.075,0,0,0
0,4,Jian Qian,19,341324200208123476,7.65,0,0,0
0,4,Jiexiao Wei,42,232721197901181236,8.3625,0,0,1
0,4,Huilong Li,37,652929198403304756,8.7625,0,0,1
0,4,Xian Feng,43,330104197812169696,8.2,0,0,0
0,4,Jun Feng,46,510113197508045259,7.1125,0,0,0
0,4,Xu Chen,29,120106199210175436,7.9375,0,0,0
0,4,Xianxiao Qian,31,230711199012181518,7.775,0,0,0
0,4,De Chu,46,140426197511185466,8.2875,0,0,0
0,5,Xinfan Zhao,48,612728197303237403,7.4,0,0,0
0,5,Guo Zhang,46,330681197508081903,7.9375,0,0,1
0,5,Hui Zheng,25,35011119960504698x,7.5875,0,0,0
0,5,Jianlong Lv,44,542127197710111499,7.9125,0,0,0
0,5,Jian Sun,48,410324197309082111,7.6875,0,0,0
0,5,Jiexiao Wei,20,350504200102065389,7.7125,0,0,0
0,5,Xuliang Chen,40,610723198107052516,7.4375,0,0,0
0,5,De Qian,26,51011219950703947x,8.55,0,0,1
0,5,Yaming Qian,21,320831200009073501,7.525,0,0,0
0,5,Jun He,32,342901198904279555,7.6625,0,0,0
0,6,Baona Qian,40,431224198111126043,7.275,0,0,0
0,6,Xuanze Zhang,49,340602197207302696,7.2625,0,0,0
0,6,Zimei Chu,48,500383197303220041,8.25,0,0,0
0,6,Dongjiang Qian,32,542428198908139010,8.425,0,0,0
0,6,Xin Zhang,27,510400199402166435,8.575,0,0,1
0,6,Zi Shi,39,360729198206139752,8.4875,0,0,0
0,6,Tingfan He,34,445222198701105020,8.5,0,0,1
0,6,Yana Lv,49,142729197210143459,7.3375,0,0,0
0,6,Jiefan Qian,48,440701197308206851,7.95,0,0,0
0,6,Jiexiao Li,26,130224199503219471,8.0125,0,0,0
0,7,Jun Chu,27,360601199412137133,7.35,0,0,0
0,7,Zi Chen,51,460200197004303658,7.85,0,0,0
0,7,Baona Li,30,362502199112100002,8.1375,0,0,1
0,7,Zi Li,32,130000198904272122,7.8,0,0,0
0,7,Yihao He,30,653126199103047949,7.075,0,0,0
0,7,Xin Chu,31,520328199009286406,7.625,0,0,0
0,7,Ya Zhang,40,142631198103283236,8.025,0,0,0
0,7,De Zhao,33,610728198807238822,8.225,0,0,1
0,7,Jun Chu,22,230714199910100089,7.25,0,0,0
0,7,Xinna Shi,29,510300199202250525,7.95,0,0,0
0,8,Guo Wu,45,230522197605144083,8.05,0,0,0
0,8,Xuanmei Wang,41,610403198009010289,8.1875,0,0,0
0,8,Zi Zhang,34,210101198708215732,7.825,0,0,0
0,8,Yarun Zhang,38,630105198304209155,7.9,0,0,0
0,8,Jiexiao Wu,32,51343419890617259x,8.2125,0,0,1
0,8,Yi Feng,51,352227197003208561,8,0,0,0
0,8,Ya Zheng,21,654221200009166323,8.025,0,0,0
0,8,Zi Zhang,24,152823199707129253,8.5625,0,0,1
0,8,Hui Wu,33,610600198807131796,8.075,0,0,0
0,8,Guofeng Qian,20,410211200101013730,8.05,0,0,0
0,9,Hui Li,19,140222200203168391,8.125,0,0,0
0,9,Jianhao Zhao,47,371422197403134409,7.4,0,0,0
0,9,Ya Feng,46,510304197505096060,7.5875,0,0,0
0,9,Dongjia Qian,22,371000199911245472,7.4125,0,0,0
0,9,Xu Zhou,25,140202199611184567,8.725,0,0,1
0,9,Zihan Wu,50,513424197105232473,7.775,0,0,0
0,9,Xu Wu,25,360602199609220135,8.8375,0,0,1
0,9,Yaxiao Chen,35,230600198611135781,8.175,0,0,0
0,9,Zirun He,42,430423197908286449,7.85,0,0,0
0,9,Yi Zhao,22,230500199905256129,7.6875,0,0,0
0,10,Xinmei Zhang,48,420201197306066730,7.7875,0,0,0
0,10,Junxiao Li,23,23090219980224340x,7.8375,0,0,0
0,10,De Li,51,36232919700420087x,8.025,0,0,0
0,10,Xu Wei,27,510900199408173562,7.8375,0,0,0
0,10,Dong He,42,140121197905291718,8.0375,0,0,0
0,10,Bao Zheng,19,332523200211222651,8.2625,0,0,1
0,10,Jian Lv,24,44018219970127475x,7.9125,0,0,0
0,10,Xuanhao Qian,23,420111199808152055,7.125,0,0,0
0,10,Huijiang Wei,48,412722197310115003,8.525,0,0,1
0,10,Jian Chen,46,612501197505180770,8.0125,0,0,0
0,11,Xinxiao Chu,43,522726197804193135,7.875,0,0,0
0,11,Jiehao Chen,29,230181199204091756,8.5375,0,0,0
0,11,Jian Wu,28,532929199309224616,8.2375,0,0,0
0,11,Yi Feng,33,130622198804083898,8.1625,0,0,0
0,11,Xinna Wu,24,310114199709195162,8.9375,0,0,1
0,11,Jun Chu,21,220625200002025005,8.3625,0,0,0
0,11,Zi Li,27,130983199409295956,7.45,0,0,0
0,11,Xian Wei,37,420105198401146159,7.9,0,0,0
0,11,Dena Wang,20,612701200101083544,7.65,0,0,0
0,11,Xu Wu,31,520302199002059536,8.7,0,0,1
1,0,Xu Zhou,25,140202199611184567,8.725,7.975,0,0
1,0,Xinna Wu,24,310114199709195162,8.9375,7.75,0,0
1,0,Huijiang Wei,48,412722197310115003,8.525,8.3125,0,1
1,0,Xu Wu,31,520302199002059536,8.7,8,0,0
1,1,De Qian,26,51011219950703947x,8.55,7.775,0,0
1,1,Zi Zhang,24,152823199707129253,8.5625,8.175,0,0
1,1,Jiexiao Wei,42,232721197901181236,8.3625,8.225,0,0
1,1,Tingfan He,34,445222198701105020,8.5,8.8375,0,1
1,2,Guo Zhang,46,330681197508081903,7.9375,7.2875,0,0
1,2,Baona Li,30,362502199112100002,8.1375,7.7125,0,0
1,2,Dongjiang Lv,51,152102197009223107,8.4125,7.5375,0,0
1,2,Guo Li,27,23022419941124672x,8.8,7.8,0,1
1,3,De Zhao,33,610728198807238822,8.225,7.6375,0,1
1,3,Ya Zheng,23,632525199810284674,8.8,7.5125,0,0
1,3,Jiexiao Wu,32,51343419890617259x,8.2125,7.2625,0,0
1,3,Yayong Feng,41,21050319800819440x,8.775,7.575,0,0
1,4,Xu Wu,25,360602199609220135,8.8375,8.0875,0,0
1,4,Jie Feng,18,371121200305246976,8.2,7.75,0,0
1,4,Xin Zhang,27,510400199402166435,8.575,7.875,0,0
1,4,Yalong Qian,23,152923199812254923,8.45,8.25,0,1
1,5,Huilong Li,37,652929198403304756,8.7625,8.1625,0,0
1,5,Xianfeng He,51,140000197003265535,8.55,7.9875,0,0
1,5,Ya Shi,25,510800199604108260,8.4,8.45,0,0
1,5,Bao Zheng,19,332523200211222651,8.2625,8.6375,0,1
2,0,Huijiang Wei,48,412722197310115003,8.525,8.3125,8.3875,1
2,0,Tingfan He,34,445222198701105020,8.5,8.8375,8.175,1
2,0,Guo Li,27,23022419941124672x,8.8,7.8,7.675,0
2,0,De Zhao,33,610728198807238822,8.225,7.6375,8.275,1
2,0,Yalong Qian,23,152923199812254923,8.45,8.25,7.9,0
2,0,Bao Zheng,19,332523200211222651,8.2625,8.6375,7.875,0
