0,0,Guofeng Chu,43,330900197812085859,7.55,0,0,0
0,0,Bao Wei,23,513431199804242589,8.175,0,0,0
0,0,Tingrun Zheng,28,310101199312310329,8.525,0,0,1
0,0,Yize Qian,39,362232198211074491,7.8875,0,0,0
0,0,Guo Lv,18,533423200305185086,7.775,0,0,0
0,0,Xuan Feng,33,650105198811200586,7.5875,0,0,0
0,0,Xu Li,42,632222197901030372,8.2125,0,0,0
0,0,Jian Zhou,48,310229197310184187,8.7625,0,0,1
0,0,Tingjiang Li,38,632822198302289695,8.175,0,0,0
0,0,Zimei Zhou,23,230181199801011444,7.4,0,0,0
0,1,Baofan Wang,49,130304197206301440,7.8625,0,0,0
0,1,De He,20,622801200112069445,7.525,0,0,0
0,1,Xuan He,48,54233519730203184x,8.3125,0,0,0
0,1,Xian Feng,21,342901200011101341,9.05,0,0,1
0,1,Xuze Wang,26,43052519950306789x,7.4875,0,0,0
0,1,Tingxiao Zhou,18,460028200309099087,8.55,0,0,0
0,1,Jie Zhao,19,450211200202283794,8.1375,0,0,0
0,1,Yize Li,46,542623197512197132,8.6375,0,0,0
0,1,Jiehao Chu,35,340822198610100379,7.725,0,0,0
0,1,Jie Sun,48,320802197307118962,8.925,0,0,1
0,2,Hui Wu,23,632122199811174239,7.65,0,0,0
0,2,Ziheng He,47,211404197404074399,7.9,0,0,0
0,2,Xinyong Chen,35,350802198610135735,8.7125,0,0,1
0,2,Ya Li,41,513030198005153076,7.5125,0,0,0
0,2,Guo Zheng,23,210804199808258666,8.1625,0,0,0
0,2,Deming Zhou,34,640324198711022791,6.825,0,0,0
0,2,Baoliang Zhang,35,231123198602016912,8.5875,0,0,0
0,2,Xu Zhang,34,440582198709083931,8.7375,0,0,1
0,2,Baoming Shi,48,410101197305124081,8.325,0,0,0
0,2,Ting Zhang,30,542330199108137170,8.5125,0,0,0
0,3,Guohao Chen,50,420821197105244453,8.6,0,0,1
0,3,Xumei Li,18,330302200309174465,8.2125,0,0,0
0,3,Xinjia Wang,20,370214200112101287,8.2,0,0,0
0,3,Ting Li,34,370832198710067264,8.0875,0,0,0
0,3,Ya Zhang,35,371301198608313903,8.1875,0,0,0
0,3,Ting Wei,37,341103198410015892,7.2125,0,0,0
0,3,Xuan Wang,35,440200198604033253,8.0875,0,0,0
0,3,Jian Chen,25,640203199602264187,7.8125,0,0,0
0,3,Zimei Wu,28,152600199309020659,8.025,0,0,0
0,3,Jun Sun,25,370101199601056568,8.9125,0,0,1
0,4,Guo Chen,27,431024199408039678,7.7375,0,0,0
0,4,Xujia He,37,452223198411223103,8.2125,0,0,1
0,4,Tinghan Shi,22,130728199910145929,7.4875,0,0,0
0,4,Hui Zheng,42,511301197906262435,7.8625,0,0,0
0,4,Ting Sun,28,441521199303318616,8.15,0,0,0
0,4,Junna Zhao,29,420625199204256454,7.2375,0,0,0
0,4,Xianfeng Lv,50,37070219710611320x,8.4375,0,0,1
0,4,Junheng Zhao,41,372925198001299339,7.575,0,0,0
0,4,Guo Wang,36,530400198512044932,7.3375,0,0,0
0,4,Bao Wei,25,310000199609048781,7.85,0,0,0
0,5,Yilong Sun,25,360200199601303924,7.8375,0,0,0
0,5,Yafeng Zhou,44,130184197709047888,8.0375,0,0,0
0,5,Jie Zheng,46,450881197503128577,8.2875,0,0,1
0,5,Xuan Zheng,25,612424199606249960,7.85,0,0,0
0,5,Xian He,27,130428199401048265,8.05,0,0,0
0,5,Dongfeng Feng,22,23080319990210227x,8.3625,0,0,1
0,5,Junhan Feng,23,340203199807022500,7.95,0,0,0
0,5,Xuhan Chu,25,142229199606215495,7.65,0,0,0
0,5,Yifeng Zheng,47,44188219741004455x,7.85,0,0,0
0,5,Jie Sun,26,542421199505178878,7.9,0,0,0
0,6,Guo Wei,25,53273019960312372x,7.875,0,0,0
0,6,De Qian,19,130283200207279736,8.2125,0,0,1
0,6,Dongze Wang,44,430722197707127694,8.25,0,0,1
0,6,Huihan Wei,36,500221198501200829,7.2875,0,0,0
0,6,Yi Zheng,44,460028197702262350,7.8375,0,0,0
0,6,Xuan Qian,43,152624197811037315,7.9625,0,0,0
0,6,Guoyong Wang,48,612729197307251180,7.575,0,0,0
0,6,Junheng Wu,31,220621199006019298,7.5625,0,0,0
0,6,Ting Wang,34,350321198711040798,8.25,0,0,0
0,6,Huifan Zhou,43,130434197811200128,7.8875,0,0,0
0,7,Jieze Qian,43,370832197809134874,7.9875,0,0,0
0,7,Guo Shi,38,142601198312042390,7.7875,0,0,0
0,7,Huimei Zhou,27,310226199402287731,8.0125,0,0,0
0,7,Ya Zhang,33,513233198802031099,8.3125,0,0,1
0,7,Zi Zhou,35,362227198606265270,8.4,0,0,1
0,7,Xuan Sun,23,522700199812027441,7.025,0,0,0
0,7,Zimei Wu,49,140108197212011568,7.975,0,0,0
0,7,Xuanxiao Zhao,40,341024198112308084,7.475,0,0,0
0,7,Dong Sun,43,371121197804037044,7.725,0,0,0
0,7,Guojiang Zhang,43,22072419780803145x,8.05,0,0,0
0,8,De Zheng,34,13028319870815498x,7.2875,0,0,0
0,8,Jian Zhang,50,320721197103174926,8.0875,0,0,0
0,8,Jian Shi,22,513900199903065966,8.775,0,0,1
0,8,Yaheng Zhou,28,430681199312052863,7.85,0,0,0
0,8,Bao Chu,35,412825198610024550,8.25,0,0,0
0,8,Ya Wang,19,220104200208171462,8.4625,0,0,1
0,8,Hui He,22,41010319990728398x,7.6,0,0,0
0,8,Xianjiang Li,36,352229198504194067,8.25,0,0,0
0,8,Xin Feng,26,370402199512092156,7.5,0,0,0
0,8,Guomei Shi,45,152130197605082393,7.4125,0,0,0
0,9,Zi Li,34,653121198712025298,7.3,0,0,0
0,9,Xuanxiao Chu,49,142702197210021357,7.8375,0,0,0
0,9,Yamei Zhou,37,522731198409160895,7.5125,0,0,0
0,9,Xuan Li,33,371422198807188996,7.6125,0,0,0
0,9,Tinghan Zhang,36,350427198505191282,8.0625,0,0,0
0,9,Ya Zhao,19,622723200201290261,8.4375,0,0,1
0,9,Jieliang Shi,34,142302198706206935,8.1125,0,0,1
0,9,Xinrun Lv,42,330783197902127257,7.575,0,0,0
0,9,Jun Sun,27,231123199408280646,7.975,0,0,0
0,9,Xuan Zhao,24,450803199707319387,7.5875,0,0,0
1,0,Xu Zhang,34,440582198709083931,8.7375,8.25,0,1
1,0,Jian Zhou,48,310229197310184187,8.7625,6.9875,0,0
1,0,Jie Sun,48,320802197307118962,8.925,7.7875,0,0
1,0,Tingrun Zheng,28,310101199312310329,8.525,8.1875,0,0
1,1,De Qian,19,130283200207279736,8.2125,7.7375,0,0
1,1,Guohao Chen,50,420821197105244453,8.6,7.7125,0,0
1,1,Zi Zhou,35,362227198606265270,8.4,7.9875,0,1
1,1,Jie Zheng,46,450881197503128577,8.2875,6.75,0,0
1,2,Dongze Wang,44,430722197707127694,8.25,7.7875,0,0
1,2,Xianfeng Lv,50,37070219710611320x,8.4375,8.2125,0,1
1,2,Jian Shi,22,513900199903065966,8.775,8.0625,0,0
1,2,Xian Feng,21,342901200011101341,9.05,7.8375,0,0
1,3,Xujia He,37,452223198411223103,8.2125,8.05,0,0
1,3,Ya Zhao,19,622723200201290261,8.4375,8.775,0,1
1,3,Jun Sun,25,370101199601056568,8.9125,7.55,0,0
1,3,Ya Wang,19,220104200208171462,8.4625,7.7625,0,0
1,4,Xinyong Chen,35,350802198610135735,8.7125,8.6125,0,0
1,4,Jieliang Shi,34,142302198706206935,8.1125,8.275,0,0
1,4,Dongfeng Feng,22,23080319990210227x,8.3625,7.675,0,0
1,4,Ya Zhang,33,513233198802031099,8.3125,8.7625,0,1
2,0,Xu Zhang,34,440582198709083931,8.7375,8.25,7.5875,0
2,0,Zi Zhou,35,362227198606265270,8.4,7.9875,7.95,0
2,0,Xianfeng Lv,50,37070219710611320x,8.4375,8.2125,8.0375,1
2,0,Ya Zhao,19,622723200201290261,8.4375,8.775,8.5125,1
2,0,Ya Zhang,33,513233198802031099,8.3125,8.7625,8.1125,1
