0,0,Xianfeng Wu,33,410225198812034419,9.0125,0,0,1
0,0,Jian Zheng,39,37232119820221470x,8.0125,0,0,0
0,0,Dong Wu,19,43040020020629232x,7.45,0,0,0
0,0,Guo Zhang,32,230207198911100879,7.8,0,0,0
0,0,Xuanna Wang,42,632621197908013912,7.6125,0,0,0
0,0,Bao Wei,29,142423199202263129,8.025,0,0,0
0,0,Jie Lv,39,632624198211227476,8.2125,0,0,0
0,0,Baohao Shi,45,429004197611033512,8.225,0,0,0
0,0,Ya Sun,51,62010119700101928x,8.5,0,0,0
0,0,Xian Chu,28,130727199306155212,8.5125,0,0,1
0,1,Jun Chu,24,320107199702051487,7.3,0,0,0
0,1,Xuhan Shi,33,410324198802133336,8.1,0,0,0
0,1,Tingrun Chu,27,429005199410253520,7.85,0,0,0
0,1,Guo Li,26,370883199501081387,8.0125,0,0,0
0,1,Hui Li,25,320402199611079755,8.1125,0,0,0
0,1,Yajia Sun,42,110103197908125646,8.9,0,0,1
0,1,Ting Wei,40,411122198108118509,8.475,0,0,1
0,1,Jie Wu,45,410324197607210132,7.9625,0,0,0
0,1,Baofan Chu,50,370302197102120545,7.7125,0,0,0
0,1,Xin Zheng,19,532923200206064757,8.4,0,0,0
0,2,Hui Zhang,22,220323199901126037,8.7,0,0,1
0,2,Xuxiao Zhang,25,533124199605188412,7.2625,0,0,0
0,2,Bao Wu,36,130201198512187700,8.6375,0,0,1
0,2,Dongfan Shi,29,533524199207102923,8.4,0,0,0
0,2,Yi He,23,53272919980627279x,7.9875,0,0,0
0,2,Zi Sun,24,340824199708229311,8.075,0,0,0
0,2,Xin Zheng,23,360722199811257407,8.075,0,0,0
0,2,Zi Feng,51,513435197011028393,7.475,0,0,0
0,2,Jie Wang,45,430223197603301279,8.2125,0,0,0
0,2,Guo Chen,23,612522199812016585,7.6875,0,0,0
0,3,Zi Shi,33,130500198804268452,8.325,0,0,0
0,3,Xuan Wu,46,211381197509014831,8.5625,0,0,0
0,3,Xin He,42,140211197912301704,7.8625,0,0,0
0,3,Jian Zhao,23,13072819980411067x,8.5,0,0,0
0,3,Xin Zhao,23,532101199807267069,8.8125,0,0,1
0,3,Xuze Zhang,34,152727198708042534,8.3625,0,0,0
0,3,Jun Chen,27,410304199412117020,7.925,0,0,0
0,3,Ting Qian,31,612732199005128976,7.8125,0,0,0
0,3,Hui Shi,35,360323198605178982,8.0875,0,0,0
0,3,Tingrun Zhang,47,130522197408169719,8.7125,0,0,1
0,4,Xianyong Chen,40,445323198104022996,8.8375,0,0,1
0,4,Jian Chu,48,230708197307089688,6.9625,0,0,0
0,4,Xu Feng,25,420501199607197772,8.8,0,0,1
0,4,Guomei Chu,26,230224199511196790,8.3875,0,0,0
0,4,Xu Sun,38,431201198305038614,8.5875,0,0,0
0,4,Ting Chen,47,130282197403092152,8.375,0,0,0
0,4,Xin Lv,36,612429198512180521,8.175,0,0,0
