0,0,Jieming Feng,29,51343719920205219x,7.475,0,0,0
0,0,De Sun,32,13022119890222895x,8.0625,0,0,0
0,0,Yalong Zhao,23,440508199812085435,8.1,0,0,0
0,0,Jie Zhao,40,532929198104112562,7.8875,0,0,0
0,0,Ting Wang,30,421024199105165558,7.8125,0,0,0
0,0,Jiefeng Zhou,46,431221197510248131,7.8875,0,0,0
0,0,Xuanmei Wei,34,452201198710075410,8.5875,0,0,1
0,0,Xianming Qian,33,51343219880606242x,7.925,0,0,0
0,0,Ting Zhao,27,210105199407088587,8.375,0,0,1
0,0,Xinyong Chen,31,520326199010312063,7.25,0,0,0
0,1,Jianze Lv,48,210521197301258437,8.5875,0,0,0
0,1,Xuming Wei,40,410701198105072410,8.75,0,0,1
0,1,Xinxiao Li,26,340825199507046621,6.6875,0,0,0
0,1,Xin He,45,320105197602181625,7.45,0,0,0
0,1,Bao Zhang,39,21042119820126760x,8.175,0,0,0
0,1,Yi Zheng,23,421087199807030055,8.45,0,0,0
0,1,Zimei Wu,27,440106199408046668,8.275,0,0,0
0,1,Junze Zhang,25,371422199605178639,8.5875,0,0,1
0,1,Dong Chu,45,430105197610138371,8.2875,0,0,0
0,1,Xuan Zhao,21,350200200009274618,8.025,0,0,0
0,2,Xinfeng Qian,25,220105199607108482,8.7875,0,0,1
0,2,Dongfeng Lv,36,321102198503153949,7.9625,0,0,0
0,2,Ya Shi,31,542522199012220840,8.0375,0,0,0
0,2,Ziming He,30,410601199110237223,7.9375,0,0,0
0,2,Bao Qian,18,32040520030711488x,8.2125,0,0,0
0,2,Ya Feng,30,330802199105261051,7.325,0,0,0
0,2,Jun Lv,30,530101199102122538,7.9125,0,0,0
0,2,Xuna Zhao,50,622426197112236403,8.275,0,0,1
0,2,Hui Zhang,25,140621199603136664,7.875,0,0,0
0,2,Junxiao Wei,43,61032619780725531x,7.425,0,0,0
0,3,Xuan Zhou,50,130427197112014613,7.75,0,0,0
0,3,Xuanxiao Feng,26,220401199512190087,8.1125,0,0,0
0,3,Ting Feng,35,330721198602262612,8.0875,0,0,0
0,3,Yiming Shi,35,622125198605076585,7.925,0,0,0
0,3,Baoheng Chen,32,429004198912158892,8.425,0,0,1
0,3,Xianfan Wei,22,370212199903252264,7.4625,0,0,0
0,3,Dongna Zheng,39,371001198210253941,7.475,0,0,0
0,3,Zi Zhao,41,152824198003260978,8.05,0,0,0
0,3,Zi Wang,29,522722199201079537,8.3625,0,0,1
0,3,Xuanna Chen,25,131081199612029498,8.025,0,0,0
0,4,Jie Li,41,320701198012298716,8.0375,0,0,0
0,4,Bao Qian,28,532901199301035957,7.9375,0,0,0
0,4,Guoming Zheng,40,142629198106089164,7.4875,0,0,0
0,4,Jianrun Wei,22,341001199905110830,7.5,0,0,0
0,4,Dong Zhou,41,120223198012291719,7.6125,0,0,0
0,4,Huihan Zhang,29,65282919920825455x,8.175,0,0,1
0,4,Dehao Feng,33,532628198808197661,7.55,0,0,0
0,4,Xian Li,32,440181198910157228,7.7375,0,0,0
0,4,Ting Wei,36,360123198501268621,8.05,0,0,1
0,4,Hui Zhao,28,654123199312283429,7.625,0,0,0
0,5,Xuan Sun,48,513426197308126930,7.6875,0,0,0
0,5,Xuze Zheng,42,630101197910240810,8.575,0,0,1
0,5,Ting Feng,28,350629199301034582,8.4,0,0,0
0,5,Yalong Chen,22,342625199905237259,7.95,0,0,0
0,5,Jieyong Zhang,37,331023198401266161,7.8875,0,0,0
0,5,Zifeng Feng,21,350625200008211882,7.9,0,0,0
0,5,Jieliang Qian,47,131123197408030394,8.45,0,0,1
0,5,Tingrun Chu,36,210200198512144165,8.075,0,0,0
0,5,Guo Wu,51,360321197005104767,8.4125,0,0,0
0,5,Xinyong Li,48,362329197303128641,7.4,0,0,0
0,6,Baohan Feng,44,330784197706103407,8.3875,0,0,0
0,6,Junmei Lv,27,320311199405302216,8.975,0,0,1
0,6,Yaming Shi,40,440500198103107859,8.05,0,0,0
0,6,Ya Zhao,28,632322199310094495,8.7375,0,0,1
0,6,Deheng Qian,30,330781199104038367,7.95,0,0,0
0,6,Junhao Li,25,231001199602156544,7.675,0,0,0
0,6,Jianhao Wu,21,360681200011280901,7.4125,0,0,0
0,6,Yi Zhao,37,45032519840201272x,8.475,0,0,0
0,6,Hui Zhao,51,330302197007238302,8,0,0,0
0,6,Bao He,48,372321197303081362,7.6875,0,0,0
0,7,Hui Sun,34,370101198710140735,7.975,0,0,0
0,7,Junyong Qian,30,430502199109172549,7.5375,0,0,0
0,7,Dehan Shi,19,362227200206074854,8.675,0,0,1
0,7,Bao Shi,44,370882197711134676,7.9375,0,0,0
0,7,Jie Wei,48,231025197306291072,8.475,0,0,0
0,7,Ting Shi,43,652825197801167167,7.825,0,0,0
0,7,Yaheng Sun,25,320581199602043847,8.65,0,0,1
0,7,Dehan Shi,31,52038119900312759x,7.4125,0,0,0
0,7,Xu Wu,36,230521198502096049,7.7375,0,0,0
0,7,Guojia Lv,50,410881197102272700,8.4375,0,0,0
0,8,Guo Zheng,29,360600199210209909,8.7875,0,0,1
0,8,Jie Qian,40,140212198107043049,7.9625,0,0,0
0,8,Jianlong Zhang,50,622821197105055207,7.525,0,0,0
0,8,Dong Zhang,39,321301198203178772,7.875,0,0,0
0,8,Yafeng Sun,42,533123197902230817,7.4375,0,0,0
0,8,Zi Zhang,41,513124198008231434,7.125,0,0,0
0,8,Dong Li,26,530113199510205650,7.65,0,0,0
0,8,Guoliang Feng,36,330400198507131310,7.6125,0,0,0
0,8,Yi Zheng,30,350302199103221023,8.0625,0,0,1
0,8,Xianrun Zheng,44,131025197701032059,7.8375,0,0,0
0,9,Yiheng Lv,22,211103199902152904,7.1625,0,0,0
0,9,Junmei Wang,27,510304199412023094,8.2125,0,0,0
0,9,Tingheng Zhou,25,51332919960311264x,7.4,0,0,0
0,9,Zirun Zhang,21,340503200008032423,8.4125,0,0,1
0,9,Yi Wei,26,62012119950320277x,7.825,0,0,0
0,9,Zixiao Chu,46,142226197503056952,8.55,0,0,1
0,9,Ziliang Feng,42,440103197902125573,7.5625,0,0,0
0,9,Xuan Li,30,140203199108304690,7.1375,0,0,0
0,9,Dongfan Zhao,19,152900200208179799,7.825,0,0,0
0,9,Yi Li,41,152522198011038670,7.65,0,0,0
1,0,Xinfeng Qian,25,220105199607108482,8.7875,7.725,0,0
1,0,Xuanmei Wei,34,452201198710075410,8.5875,7.7125,0,0
1,0,Junze Zhang,25,371422199605178639,8.5875,7.9875,0,0
1,0,Ting Zhao,27,210105199407088587,8.375,8.225,0,1
1,1,Ya Zhao,28,632322199310094495,8.7375,8.2,0,0
1,1,Zi Wang,29,522722199201079537,8.3625,7.95,0,0
1,1,Dehan Shi,19,362227200206074854,8.675,8.025,0,0
1,1,Jieliang Qian,47,131123197408030394,8.45,8.45,0,1
1,2,Junmei Lv,27,320311199405302216,8.975,8.1,0,0
1,2,Huihan Zhang,29,65282919920825455x,8.175,7.8125,0,0
1,2,Guo Zheng,29,360600199210209909,8.7875,8.3375,0,1
1,2,Xuming Wei,40,410701198105072410,8.75,7.0625,0,0
1,3,Ting Wei,36,360123198501268621,8.05,7.45,0,0
1,3,Zixiao Chu,46,142226197503056952,8.55,7.6375,0,0
1,3,Baoheng Chen,32,429004198912158892,8.425,7.55,0,0
1,3,Yi Zheng,30,350302199103221023,8.0625,8.9375,0,1
1,4,Xuna Zhao,50,622426197112236403,8.275,7.9875,0,0
1,4,Zirun Zhang,21,340503200008032423,8.4125,7.4125,0,0
1,4,Xuze Zheng,42,630101197910240810,8.575,8.925,0,1
1,4,Yaheng Sun,25,320581199602043847,8.65,8.325,0,0
2,0,Ting Zhao,27,210105199407088587,8.375,8.225,8.25,1
2,0,Jieliang Qian,47,131123197408030394,8.45,8.45,7.2375,0
2,0,Guo Zheng,29,360600199210209909,8.7875,8.3375,7.975,1
2,0,Yi Zheng,30,350302199103221023,8.0625,8.9375,7.6625,0
2,0,Xuze Zheng,42,630101197910240810,8.575,8.925,8.2,1
